season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,fours,sixes,strikeRate,isNotOut,runningScore,runningOver,captain or not
2021,1254093,RR v MI,RR,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,1,K Yadav,Kuldip Yadav,0,4,0,0,0,notout,,,Player
2021,1254093,RR v MI,RR,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,1,Mustafizur Rahman,Mustafizur Rahman,8,7,0,1,114.28,notout,,,Player
2021,1254093,RR v MI,RR,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,2,RG Sharma,Rohit Sharma,22,13,1,2,169.23,out, 1/ 23,3.2,Captain
2021,1254093,RR v MI,RR,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,2,Ishan Kishan,Ishan Kishan,50,25,5,3,200,notout,,,Player
2021,1254093,RR v MI,RR,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,2,SA Yadav,Suryakumar Yadav,13,8,3,0,162.5,out, 2/ 56,5.4,Player
2021,1254093,RR v MI,RR,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,2,HH Pandya,Hardik Pandya,5,6,0,0,83.33,notout,,,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,RD Gaikwad,Ruturaj Gaikwad,13,13,2,0,100,out, 2/ 39,4.4,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,F du Plessis,Faf du Plessis,10,8,2,0,125,out, 1/ 28,2.4,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,RV Uthappa,Robin Uthappa,19,19,1,0,100,out, 4/ 62,8.3,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,MM Ali,Moeen Ali,5,8,0,0,62.5,out, 3/ 59,7.4,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,AT Rayudu,Ambati Rayudu,55,43,5,2,127.9,notout,,,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,MS Dhoni,MS Dhoni,18,27,0,0,66.66,out, 5/ 132,19.1,Captain
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,RA Jadeja,Ravindra Jadeja,1,2,0,0,50,notout,,,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,PP Shaw,Prithvi Shaw,18,12,3,0,150,out, 1/ 24,2.3,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,S Dhawan,Shikhar Dhawan,39,35,3,2,111.42,out, 6/ 99,14.6,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,SS Iyer,Shreyas Iyer,2,7,0,0,28.57,out, 2/ 51,5.5,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,RR Pant,Rishabh Pant,15,12,1,1,125,out, 3/ 71,8.5,Captain
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,RV Patel,Ripal Patel,18,20,2,0,90,out, 4/ 93,12.5,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,R Ashwin,Ravichandran Ashwin,2,3,0,0,66.66,out, 5/ 98,14.1,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,SO Hetmyer,Shimron Hetmyer,28,18,2,1,155.55,notout,,,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,AR Patel,Axar Patel,5,10,0,0,50,out, 7/ 135,19.3,Player
2021,1254110,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,2,K Rabada,Kagiso Rabada,4,1,1,0,400,notout,,,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,JJ Roy,Jason Roy,10,13,2,0,76.92,out, 2/ 16,3.4,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,WP Saha,Wriddhiman Saha,0,1,0,0,0,out, 1/ 1,0.2,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,KS Williamson,Kane Williamson,26,21,4,0,123.8,out, 3/ 38,6.5,Captain
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,PK Garg,Priyam Garg,21,31,0,1,67.74,out, 5/ 70,14.2,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,Abhishek Sharma,Abhishek Sharma,6,10,0,0,60,out, 4/ 51,10.1,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,Abdul Samad,Abdul Samad,25,18,0,3,138.88,out, 7/ 95,17.2,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,JO Holder,Jason Holder,2,9,0,0,22.22,out, 6/ 80,16.1,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,Rashid Khan,Rashid Khan,8,6,1,0,133.33,out, 8/ 103,18.2,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,B Kumar,Bhuvneshwar Kumar,7,7,0,0,100,notout,,,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,S Kaul,Siddarth Kaul,7,5,1,0,140,notout,,,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,Shubman Gill,Shubman Gill,57,51,10,0,111.76,out, 3/ 93,16.3,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,VR Iyer,Venkatesh Iyer,8,14,0,0,57.14,out, 1/ 23,4.4,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,RA Tripathi,Rahul Tripathi,7,6,1,0,116.66,out, 2/ 38,6.4,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,N Rana,Nitish Rana,25,33,3,0,75.75,out, 4/ 106,17.6,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,KD Karthik,Dinesh Karthik,18,12,3,0,150,notout,,,Player
2021,1254109,KKR v SRH,KKR,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,EJG Morgan,Eoin Morgan,2,2,0,0,100,notout,,,Captain
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,V Kohli,Virat Kohli,25,24,2,1,104.16,out, 1/ 68,9.4,Captain
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,D Padikkal,Devdutt Padikkal,40,38,4,2,105.26,out, 3/ 73,11.4,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,DT Christian,Dan Christian,0,1,0,0,0,out, 2/ 68,9.5,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,GJ Maxwell,Glenn Maxwell,57,33,3,4,172.72,out, 5/ 157,19.2,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,AB de Villiers,AB de Villiers,23,18,1,2,127.77,out, 4/ 146,18.2,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,Shahbaz Ahmed,Shahbaz Ahmed,8,4,0,1,200,out, 6/ 163,19.4,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,KS Bharat,Srikar Bharat,0,0,0,0,-,notout,,,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,GHS Garton,George Garton,0,1,0,0,0,out, 7/ 163,19.5,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,HV Patel,Harshal Patel,1,1,0,0,100,notout,,,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,PBKS,2,KL Rahul,KL Rahul,39,35,1,2,111.42,out, 1/ 91,10.5,Captain
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,PBKS,2,MA Agarwal,Mayank Agarwal,57,42,6,2,135.71,out, 3/ 114,15.2,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,PBKS,2,N Pooran,Nicholas Pooran,3,7,0,0,42.85,out, 2/ 99,12.5,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,PBKS,2,AK Markram,Aiden Markram,20,14,2,1,142.85,out, 5/ 127,16.5,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,PBKS,2,SN Khan,Sarfaraz Khan,0,1,0,0,0,out, 4/ 121,15.5,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,PBKS,2,M Shahrukh Khan,M Shahrukh Khan,16,11,1,1,145.45,out, 6/ 146,19.1,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,PBKS,2,MC Henriques,Moises Henriques,12,9,0,1,133.33,notout,,,Player
2021,1254090,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,PBKS,2,Harpreet Brar,Harpreet Brar,3,2,0,0,150,notout,,,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,CSK,1,RD Gaikwad,Ruturaj Gaikwad,101,60,9,5,168.33,notout,,,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,CSK,1,F du Plessis,Faf du Plessis,25,19,2,1,131.57,out, 1/ 47,6.5,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,CSK,1,SK Raina,Suresh Raina,3,5,0,0,60,out, 2/ 57,8.3,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,CSK,1,MM Ali,Moeen Ali,21,17,1,1,123.52,out, 3/ 114,14.3,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,CSK,1,AT Rayudu,Ambati Rayudu,2,4,0,0,50,out, 4/ 134,16.2,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,CSK,1,RA Jadeja,Ravindra Jadeja,32,15,4,1,213.33,notout,,,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,2,E Lewis,Evin Lewis,27,12,2,2,225,out, 1/ 77,5.2,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,2,YBK Jaiswal,Yashasvi Jaiswal,50,21,6,3,238.09,out, 2/ 81,6.1,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,2,SV Samson,Sanju Samson,28,24,4,0,116.66,out, 3/ 170,15.4,Captain
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,2,S Dube,Shivam Dube,64,42,4,4,152.38,notout,,,Player
2021,1254089,RR v CSK,RR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,2,GD Phillips,Glenn Phillips,14,8,1,1,175,notout,,,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,RG Sharma,Rohit Sharma,7,10,1,0,70,out, 1/ 8,1.5,Captain
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,Q de Kock,Quinton de Kock,19,18,1,1,105.55,out, 2/ 37,6.2,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,SA Yadav,Suryakumar Yadav,33,26,2,2,126.92,out, 3/ 68,10.3,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,SS Tiwary,Saurabh Tiwary,15,18,1,0,83.33,out, 4/ 80,12.5,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,KA Pollard,Kieron Pollard,6,9,0,0,66.66,out, 5/ 87,14.1,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,HH Pandya,Hardik Pandya,17,18,2,0,94.44,out, 6/ 109,18.1,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,KH Pandya,Krunal Pandya,13,15,1,1,86.66,notout,,,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,NM Coulter-Nile,Nathan Coulter-Nile,1,2,0,0,50,out, 7/ 111,18.4,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,J Yadav,Jayant Yadav,11,4,1,1,275,out, 8/ 122,19.2,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,JJ Bumrah,Jasprit Bumrah,1,1,0,0,100,notout,,,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,2,PP Shaw,Prithvi Shaw,6,7,1,0,85.71,out, 2/ 15,2.4,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,2,S Dhawan,Shikhar Dhawan,8,7,0,1,114.28,out, 1/ 14,1.6,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,2,SPD Smith,Steven Smith,9,8,0,1,112.5,out, 3/ 30,4.1,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,2,RR Pant,Rishabh Pant,26,22,3,1,118.18,out, 4/ 57,8.2,Captain
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,2,SS Iyer,Shreyas Iyer,33,33,2,0,100,notout,,,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,2,AR Patel,Axar Patel,9,9,1,0,100,out, 5/ 77,11.4,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,2,SO Hetmyer,Shimron Hetmyer,15,8,2,0,187.5,out, 6/ 93,13.1,Player
2021,1254112,MI v DC,MI,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,2,R Ashwin,Ravichandran Ashwin,20,21,0,1,95.23,notout,,,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,VR Iyer,Venkatesh Iyer,67,49,9,1,136.73,out, 3/ 120,14.4,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,Shubman Gill,Shubman Gill,7,7,1,0,100,out, 1/ 18,2.2,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,RA Tripathi,Rahul Tripathi,34,26,3,1,130.76,out, 2/ 90,11.3,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,N Rana,Nitish Rana,31,18,2,2,172.22,out, 5/ 149,17.4,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,EJG Morgan,Eoin Morgan,2,2,0,0,100,out, 4/ 124,15.5,Captain
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,KD Karthik,Dinesh Karthik,11,11,0,0,100,out, 7/ 165,19.6,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,TL Seifert,Tim Seifert,2,4,0,0,50,out, 6/ 156,18.4,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,SP Narine,Sunil Narine,3,3,0,0,100,notout,,,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,PBKS,2,KL Rahul,KL Rahul,67,55,4,2,121.81,out, 5/ 162,19.2,Captain
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,PBKS,2,MA Agarwal,Mayank Agarwal,40,27,3,3,148.14,out, 1/ 70,8.5,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,PBKS,2,N Pooran,Nicholas Pooran,12,7,0,1,171.42,out, 2/ 84,10.4,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,PBKS,2,AK Markram,Aiden Markram,18,16,0,1,112.5,out, 3/ 129,15.3,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,PBKS,2,DJ Hooda,Deepak Hooda,3,4,0,0,75,out, 4/ 134,16.3,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,PBKS,2,M Shahrukh Khan,M Shahrukh Khan,22,9,1,2,244.44,notout,,,Player
2021,1254102,KKR v PBKS,KKR,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,PBKS,2,FA Allen,Fabian Allen,0,0,0,0,-,notout,,,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,JJ Roy,Jason Roy,2,7,0,0,28.57,out, 1/ 23,3.3,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,WP Saha,Wriddhiman Saha,44,46,1,2,95.65,out, 4/ 74,12.3,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,KS Williamson,Kane Williamson,11,11,2,0,100,out, 2/ 43,6.3,Captain
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,PK Garg,Priyam Garg,7,10,0,0,70,out, 3/ 66,10.5,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,Abhishek Sharma,Abhishek Sharma,18,13,1,1,138.46,out, 5/ 109,16.3,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,Abdul Samad,Abdul Samad,18,14,1,1,128.57,out, 6/ 110,16.5,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,JO Holder,Jason Holder,5,5,0,0,100,out, 7/ 117,18.2,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,Rashid Khan,Rashid Khan,17,13,2,0,130.76,notout,,,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,1,B Kumar,Bhuvneshwar Kumar,2,2,0,0,100,notout,,,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,RD Gaikwad,Ruturaj Gaikwad,45,38,4,2,118.42,out, 1/ 75,10.1,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,F du Plessis,Faf du Plessis,41,36,3,2,113.88,out, 4/ 108,15.5,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,MM Ali,Moeen Ali,17,17,2,0,100,out, 2/ 103,14.4,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,SK Raina,Suresh Raina,2,3,0,0,66.66,out, 3/ 107,15.3,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,AT Rayudu,Ambati Rayudu,17,13,1,1,130.76,notout,,,Player
2021,1254091,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,CSK,2,MS Dhoni,MS Dhoni,14,11,1,1,127.27,notout,,,Captain
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,E Lewis,Evin Lewis,58,37,5,3,156.75,out, 2/ 100,11.1,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,YBK Jaiswal,Yashasvi Jaiswal,31,22,3,2,140.9,out, 1/ 77,8.2,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,SV Samson,Sanju Samson,19,15,0,2,126.66,out, 4/ 113,13.1,Captain
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,MK Lomror,Mahipal Lomror,3,4,0,0,75,out, 3/ 113,12.5,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,LS Livingstone,Liam Livingstone,6,9,0,0,66.66,out, 6/ 127,16.2,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,R Tewatia,Rahul Tewatia,2,3,0,0,66.66,out, 5/ 117,13.6,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,R Parag,Riyan Parag,9,16,0,0,56.25,out, 7/ 146,19.2,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,CH Morris,Chris Morris,14,11,2,0,127.27,out, 8/ 146,19.3,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,C Sakariya,Chetan Sakariya,2,2,0,0,100,out, 9/ 149,19.6,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,1,Kartik Tyagi,Kartik Tyagi,1,1,0,0,100,notout,,,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,V Kohli,Virat Kohli,25,20,4,0,125,out, 2/ 58,6.5,Captain
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,D Padikkal,Devdutt Padikkal,22,17,4,0,129.41,out, 1/ 48,5.2,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,KS Bharat,Srikar Bharat,44,35,3,1,125.71,out, 3/ 127,15.6,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,GJ Maxwell,Glenn Maxwell,50,30,6,1,166.66,notout,,,Player
2021,1254103,RR v RCB,RR,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,AB de Villiers,AB de Villiers,4,1,1,0,400,notout,,,Player
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,KL Rahul,KL Rahul,21,22,2,0,95.45,out, 3/ 41,6.4,Captain
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,Mandeep Singh,Mandeep Singh,15,14,2,0,107.14,out, 1/ 36,5.2,Player
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,CH Gayle,Chris Gayle,1,4,0,0,25,out, 2/ 39,6.2,Player
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,AK Markram,Aiden Markram,42,29,6,0,144.82,out, 5/ 109,15.2,Player
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,N Pooran,Nicholas Pooran,2,3,0,0,66.66,out, 4/ 48,7.3,Player
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,DJ Hooda,Deepak Hooda,28,26,1,1,107.69,out, 6/ 123,18.4,Player
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,Harpreet Brar,Harpreet Brar,14,19,0,0,73.68,notout,,,Player
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,PBKS,1,NT Ellis,Nathan Ellis,6,4,0,0,150,notout,,,Player
2021,1254099,MI v PBKS,MI,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,2,RG Sharma,Rohit Sharma,8,10,1,0,80,out, 1/ 16,3.3,Captain
